parent,child,parentLabel,childLabel
Q25324,Q745751,Canidae,Kit Fox
Q27414,Q745751,Caniformia,Kit Fox
Q19159,Q23729171,Tetrapoda,Alopex Lagopus
Q25241,Q23729171,Vertebrata,Alopex Lagopus
Q25306,Q23729171,Carnivora,Alopex Lagopus
Q25324,Q23729171,Canidae,Alopex Lagopus
Q27414,Q23729171,Caniformia,Alopex Lagopus
Q19159,Q215250,Tetrapoda,Gray Fox
Q25241,Q215250,Vertebrata,Gray Fox
Q25306,Q215250,Carnivora,Gray Fox
Q25324,Q215250,Canidae,Gray Fox
Q27414,Q215250,Caniformia,Gray Fox
Q39201,Q146,Pet,House Cat
Q57814795,Q146,Domesticated Mammal,House Cat
Q146,Q1474329,House Cat,Tabby Cat
Q19159,Q194526,Tetrapoda,Tiger Quoll
Q25241,Q194526,Vertebrata,Tiger Quoll
Q7377,Q25336,Mammals,Marsupial
Q25336,Q194526,Marsupial,Tiger Quoll
Q19159,Q35255,Tetrapoda,Cougar
Q25241,Q35255,Vertebrata,Cougar
Q27070,Q25265,Feliformia,Felidae
Q25265,Q35255,Felidae,Cougar
Q25306,Q35255,Carnivora,Cougar
Q27070,Q35255,Feliformia,Cougar
Q19159,Q43375,Tetrapoda,Eurasian Lynx
Q25241,Q43375,Vertebrata,Eurasian Lynx
Q25265,Q43375,Felidae,Eurasian Lynx
Q25306,Q43375,Carnivora,Eurasian Lynx
Q27070,Q43375,Feliformia,Eurasian Lynx
Q19159,Q34706,Tetrapoda,Leopard
Q25241,Q34706,Vertebrata,Leopard
Q25265,Q34706,Felidae,Leopard
Q25306,Q34706,Carnivora,Leopard
Q27070,Q34706,Feliformia,Leopard
Q19159,Q30197,Tetrapoda,Panthera Uncia
Q25241,Q30197,Vertebrata,Panthera Uncia
Q25265,Q30197,Felidae,Panthera Uncia
Q25306,Q30197,Carnivora,Panthera Uncia
Q27070,Q30197,Feliformia,Panthera Uncia
Q19159,Q35694,Tetrapoda,Jaguar
Q25241,Q35694,Vertebrata,Jaguar
Q25265,Q35694,Felidae,Jaguar
Q25306,Q35694,Carnivora,Jaguar
Q27070,Q35694,Feliformia,Jaguar
Q25265,Q6667323,Felidae,Big Cat
Q6667323,Q140,Big Cat,Lion
Q27070,Q140,Feliformia,Lion
Q19159,Q140,Tetrapoda,Lion
Q25241,Q140,Vertebrata,Lion
Q25265,Q140,Felidae,Lion
Q25306,Q140,Carnivora,Lion
Q19159,Q19939,Tetrapoda,Tiger
Q25241,Q19939,Vertebrata,Tiger
Q25265,Q19939,Felidae,Tiger
Q25306,Q19939,Carnivora,Tiger
Q27070,Q19939,Feliformia,Tiger
Q19159,Q481907,Tetrapoda,Acinonyx
Q25241,Q481907,Vertebrata,Acinonyx
Q25265,Q481907,Felidae,Acinonyx
Q25306,Q481907,Carnivora,Acinonyx
Q27070,Q481907,Feliformia,Acinonyx
Q729,Q30090244,Animal,Bear
Q30090244,Q36341,Bear,Brown Bear
Q25306,Q11788,Carnivora,Ursidae
Q11788,Q122783,Ursidae,Ursus Americanus
Q19159,Q122783,Tetrapoda,Ursus Americanus
Q25241,Q122783,Vertebrata,Ursus Americanus
Q25306,Q122783,Carnivora,Ursus Americanus
Q27414,Q122783,Caniformia,Ursus Americanus
Q30090244,Q33609,Bear,Polar Bear
Q11788,Q145016,Ursidae,Sloth Bear
Q19159,Q145016,Tetrapoda,Sloth Bear
Q25241,Q145016,Vertebrata,Sloth Bear
Q25306,Q145016,Carnivora,Sloth Bear
Q27414,Q145016,Caniformia,Sloth Bear
Q19159,Q80479,Tetrapoda,Herpestidae
Q25241,Q80479,Vertebrata,Herpestidae
Q25306,Q80479,Carnivora,Herpestidae
Q27070,Q80479,Feliformia,Herpestidae
Q19159,Q134015,Tetrapoda,Meerkat
Q25241,Q134015,Vertebrata,Meerkat
Q25306,Q134015,Carnivora,Meerkat
Q27070,Q134015,Feliformia,Meerkat
Q1360,Q16718297,Arthropoda,Cicindelidae
Q1360,Q1390,Arthropoda,Insect
Q1390,Q16718297,Insect,Cicindelidae
Q1390,Q22708,Insect,Pterygota
Q22708,Q16718297,Pterygota,Cicindelidae
Q1360,Q25327,Arthropoda,Coccinellidae
Q1390,Q25327,Insect,Coccinellidae
Q22708,Q25327,Pterygota,Coccinellidae
Q1360,Q27046,Arthropoda,Carabidae
Q1390,Q27046,Insect,Carabidae
Q22708,Q27046,Pterygota,Carabidae
Q1360,Q1030028,Arthropoda,Morimus Funereus
Q1390,Q1030028,Insect,Morimus Funereus
Q22708,Q1030028,Pterygota,Morimus Funereus
Q1360,Q193407,Arthropoda,Leaf Beetle
Q1390,Q193407,Insect,Leaf Beetle
Q22708,Q193407,Pterygota,Leaf Beetle
Q1360,Q14891382,Arthropoda,Scarabaeus Cristatus
Q1390,Q14891382,Insect,Scarabaeus Cristatus
Q22708,Q14891382,Pterygota,Scarabaeus Cristatus
Q1360,Q14867782,Arthropoda,Oryctes Agamemnon
Q1390,Q14867782,Insect,Oryctes Agamemnon
Q22708,Q14867782,Pterygota,Oryctes Agamemnon
Q1360,Q383963,Arthropoda,Curculionoidea
Q1390,Q383963,Insect,Curculionoidea
Q22708,Q383963,Pterygota,Curculionoidea
Q1360,Q25312,Arthropoda,Diptera
Q1390,Q25312,Insect,Diptera
Q22708,Q25312,Pterygota,Diptera
Q1360,Q102857,Arthropoda,Apis
Q1390,Q102857,Insect,Apis
Q1390,Q22651,Insect,Hymenoptera
Q22651,Q102857,Hymenoptera,Apis
Q22708,Q102857,Pterygota,Apis
Q1360,Q7386,Arthropoda,Formicidae
Q1390,Q7386,Insect,Formicidae
Q22651,Q7386,Hymenoptera,Formicidae
Q22708,Q7386,Pterygota,Formicidae
Q1360,Q167810,Arthropoda,Orthoptera
Q1390,Q167810,Insect,Orthoptera
Q22708,Q167810,Pterygota,Orthoptera
Q1360,Q27711,Arthropoda,Acheta Domestica
Q1390,Q27711,Insect,Acheta Domestica
Q22708,Q27711,Pterygota,Acheta Domestica
Q1360,Q188029,Arthropoda,Phasmatodea
Q1390,Q188029,Insect,Phasmatodea
Q22708,Q188029,Pterygota,Phasmatodea
Q1360,Q1073729,Arthropoda,Gromphadorhina Portentosa
Q1390,Q1073729,Insect,Gromphadorhina Portentosa
Q22708,Q1073729,Pterygota,Gromphadorhina Portentosa
Q1360,Q25309,Arthropoda,Blattodea
Q1390,Q25309,Insect,Blattodea
Q22708,Q25309,Pterygota,Blattodea
Q25309,Q1661828,Blattodea,Cockroach
Q1360,Q268319,Arthropoda,Mantis Religiosa
Q1390,Q268319,Insect,Mantis Religiosa
Q22708,Q268319,Pterygota,Mantis Religiosa
Q1360,Q130778,Arthropoda,Cicadidae
Q1390,Q130778,Insect,Cicadidae
Q22708,Q130778,Pterygota,Cicadidae
Q1360,Q244452,Arthropoda,Cicadellidae
Q1390,Q244452,Insect,Cicadellidae
Q22708,Q244452,Pterygota,Cicadellidae
Q1360,Q623727,Arthropoda,Chrysopidae
Q1390,Q623727,Insect,Chrysopidae
Q22708,Q623727,Pterygota,Chrysopidae
Q1360,Q80066,Arthropoda,Anisoptera
Q1390,Q80066,Insect,Anisoptera
Q22708,Q80066,Pterygota,Anisoptera
Q1360,Q312476,Arthropoda,Libellula
Q1390,Q312476,Insect,Libellula
Q22708,Q312476,Pterygota,Libellula
Q1360,Q230502,Arthropoda,Zygoptera
Q1390,Q230502,Insect,Zygoptera
Q22708,Q230502,Pterygota,Zygoptera
Q1360,Q161520,Arthropoda,Aphantopus Hyperantus
Q1390,Q161520,Insect,Aphantopus Hyperantus
Q22708,Q161520,Pterygota,Aphantopus Hyperantus
Q1360,Q212398,Arthropoda,Danaus Plexippus
Q1390,Q212398,Insect,Danaus Plexippus
Q22708,Q212398,Pterygota,Danaus Plexippus
Q1360,Q27653,Arthropoda,Pieris Rapae
Q1390,Q27653,Insect,Pieris Rapae
Q22708,Q27653,Pterygota,Pieris Rapae
Q1360,Q2710909,Arthropoda,Phoebis Sennae
Q1390,Q2710909,Insect,Phoebis Sennae
Q22708,Q2710909,Pterygota,Phoebis Sennae
Q1360,Q158717,Arthropoda,Lycaenidae
Q1390,Q158717,Insect,Lycaenidae
Q22708,Q158717,Pterygota,Lycaenidae
Q43806,Q44631,Invertebrate,Echinodermata
Q44631,Q25349,Echinodermata,Starfish
Q44631,Q83483,Echinodermata,Sea Urchin
Q44631,Q1408044,Echinodermata,Holothuria
Q19159,Q774716,Tetrapoda,Eastern Cottontail
Q25241,Q774716,Vertebrata,Eastern Cottontail
Q19159,Q852187,Tetrapoda,Burmese Hare
Q25241,Q852187,Vertebrata,Burmese Hare
Q57814795,Q9394,Domesticated Mammal,Rabbit
Q57814795,Q149017,Domesticated Mammal,Domestic Rabbit
Q9394,Q149017,Rabbit,Domestic Rabbit
Q149017,Q542500,Domestic Rabbit,Angora Rabbit
Q19159,Q193061,Tetrapoda,Cricetidae
Q25241,Q193061,Vertebrata,Cricetidae
Q19159,Q212242,Tetrapoda,Myomorpha
Q25241,Q212242,Vertebrata,Myomorpha
Q212242,Q58949,Myomorpha,Muroidea
Q58949,Q193061,Muroidea,Cricetidae
Q212242,Q193061,Myomorpha,Cricetidae
Q193061,Q6573,Cricetidae,Cricetinae
Q19159,Q6573,Tetrapoda,Cricetinae
Q25241,Q6573,Vertebrata,Cricetinae
Q58949,Q6573,Muroidea,Cricetinae
Q212242,Q6573,Myomorpha,Cricetinae
Q19159,Q6120,Tetrapoda,Hedgehog
Q25241,Q6120,Vertebrata,Hedgehog
Q19159,Q694296,Tetrapoda,Fox Squirrel
Q25241,Q694296,Vertebrata,Fox Squirrel
Q19159,Q131567,Tetrapoda,Marmota
Q25241,Q131567,Vertebrata,Marmota
Q19159,Q47542,Tetrapoda,Beaver
Q25241,Q47542,Vertebrata,Beaver
Q19159,Q79803,Tetrapoda,Cuy
Q25241,Q79803,Vertebrata,Cuy
Q19159,Q32789,Tetrapoda,Zebra
Q25241,Q32789,Vertebrata,Zebra
Q7377,Q25374,Mammals,Odd-Toed Ungulate
Q25374,Q32789,Odd-Toed Ungulate,Zebra
Q1797813,Q787,Productive Animal,Pig
Q57814795,Q787,Domesticated Mammal,Pig
Q19159,Q58697,Tetrapoda,Sus Scrofa
Q25241,Q58697,Vertebrata,Sus Scrofa
Q1231177,Q58697,Ungulate,Sus Scrofa
Q19159,Q183255,Tetrapoda,Phacochoerus Africanus
Q25241,Q183255,Vertebrata,Phacochoerus Africanus
Q1231177,Q183255,Ungulate,Phacochoerus Africanus
Q19159,Q34505,Tetrapoda,Hippopotamus Amphibius
Q25241,Q34505,Vertebrata,Hippopotamus Amphibius
Q1231177,Q34505,Ungulate,Hippopotamus Amphibius
Q729,Q16516071,Animal,Castrated Creature
Q16516071,Q473194,Castrated Creature,Ox
Q19159,Q42710,Tetrapoda,Water Buffalo
Q25241,Q42710,Vertebrata,Water Buffalo
Q1231177,Q42710,Ungulate,Water Buffalo
Q19159,Q18099,Tetrapoda,Bison
Q25241,Q18099,Vertebrata,Bison
Q1231177,Q18099,Ungulate,Bison
Q59099,Q7368,Herbivore,Sheep
Q729,Q59099,Animal,Herbivore
Q1797813,Q7368,Productive Animal,Sheep
Q57814795,Q7368,Domesticated Mammal,Sheep
Q7368,Q2929800,Sheep,Ram
Q19159,Q189466,Tetrapoda,Bighorn Sheep
Q25241,Q189466,Vertebrata,Bighorn Sheep
Q1231177,Q189466,Ungulate,Bighorn Sheep
Q19159,Q168327,Tetrapoda,Capra Ibex
Q25241,Q168327,Vertebrata,Capra Ibex
Q1231177,Q168327,Ungulate,Capra Ibex
Q19159,Q622880,Tetrapoda,Hartebeest
Q25241,Q622880,Vertebrata,Hartebeest
Q1231177,Q622880,Ungulate,Hartebeest
Q19159,Q132576,Tetrapoda,Impala
Q25241,Q132576,Vertebrata,Impala
Q1231177,Q132576,Ungulate,Impala
Q19159,Q190858,Tetrapoda,Gazella
Q25241,Q190858,Vertebrata,Gazella
Q1231177,Q190858,Ungulate,Gazella
Q1231177,Q7375,Ungulate,Camelus
Q7375,Q71516,Camelus,Dromedary
Q19159,Q71516,Tetrapoda,Dromedary
Q25241,Q71516,Vertebrata,Dromedary
Q1231177,Q71516,Ungulate,Dromedary
Q57814795,Q42569,Domesticated Mammal,Lama Glama
Q19159,Q25311,Tetrapoda,Mustela Nivalis
Q25241,Q25311,Vertebrata,Mustela Nivalis
Q25306,Q25311,Carnivora,Mustela Nivalis
Q27414,Q25311,Caniformia,Mustela Nivalis
Q19159,Q17700,Tetrapoda,Mink
Q25241,Q17700,Vertebrata,Mink
Q25306,Q17700,Carnivora,Mink
Q27414,Q17700,Caniformia,Mink
Q19159,Q26582,Tetrapoda,Mustela Putorius
Q25241,Q26582,Vertebrata,Mustela Putorius
Q25306,Q26582,Carnivora,Mustela Putorius
Q27414,Q26582,Caniformia,Mustela Putorius
Q729,Q81875,Animal,Carnivore
Q81875,Q402885,Carnivore,Mustela Nigripes
Q19159,Q200184,Tetrapoda,Lutrinae
Q25241,Q200184,Vertebrata,Lutrinae
Q25306,Q200184,Carnivora,Lutrinae
Q27414,Q200184,Caniformia,Lutrinae
Q19159,Q27888,Tetrapoda,Mustelinae
Q25241,Q27888,Vertebrata,Mustelinae
Q25306,Q27888,Carnivora,Mustelinae
Q27414,Q27888,Caniformia,Mustelinae
Q19159,Q27066,Tetrapoda,European Badger
Q25241,Q27066,Vertebrata,European Badger
Q25306,Q27066,Carnivora,European Badger
Q27414,Q27066,Caniformia,European Badger
Q19159,Q47867,Tetrapoda,Armadillo
Q25241,Q47867,Vertebrata,Armadillo
Q47867,Q104840543,Armadillo,Armadillo
Q19159,Q185167,Tetrapoda,Three-Toed Sloth
Q25241,Q185167,Vertebrata,Three-Toed Sloth
Q19159,Q41050,Tetrapoda,Orangutan
Q25241,Q41050,Vertebrata,Orangutan
Q19159,Q737838,Tetrapoda,Gorilla Gorilla
Q25241,Q737838,Vertebrata,Gorilla Gorilla
Q19159,Q4126704,Tetrapoda,Common Chimpanzee
Q25241,Q4126704,Vertebrata,Common Chimpanzee
Q19159,Q878467,Tetrapoda,Hylobates
Q25241,Q878467,Vertebrata,Hylobates
Q19159,Q213889,Tetrapoda,Symphalangus Syndactylus
Q25241,Q213889,Vertebrata,Symphalangus Syndactylus
Q19159,Q255571,Tetrapoda,Guenon
Q25241,Q255571,Vertebrata,Guenon
Q19159,Q504496,Tetrapoda,Patas Monkey
Q25241,Q504496,Vertebrata,Patas Monkey
Q19159,Q159429,Tetrapoda,Papio
Q25241,Q159429,Vertebrata,Papio
Q19159,Q177601,Tetrapoda,Macaca
Q25241,Q177601,Vertebrata,Macaca
Q19159,Q732737,Tetrapoda,Colobinae
Q25241,Q732737,Vertebrata,Colobinae
Q19159,Q358813,Tetrapoda,Black-And-White Colobus
Q25241,Q358813,Vertebrata,Black-And-White Colobus
Q19159,Q192029,Tetrapoda,Proboscis Monkey
Q25241,Q192029,Vertebrata,Proboscis Monkey
Q19159,Q1064620,Tetrapoda,Callithrix
Q25241,Q1064620,Vertebrata,Callithrix
Q19159,Q326260,Tetrapoda,Cebinae
Q25241,Q326260,Vertebrata,Cebinae
Q19159,Q504247,Tetrapoda,Alouatta
Q25241,Q504247,Vertebrata,Alouatta
Q19159,Q19816406,Tetrapoda,Callicebinae
Q25241,Q19816406,Vertebrata,Callicebinae
Q19159,Q388032,Tetrapoda,Ateles Geoffroyi
Q25241,Q388032,Vertebrata,Ateles Geoffroyi
Q19159,Q309200,Tetrapoda,Saimiri
Q25241,Q309200,Vertebrata,Saimiri
Q19159,Q185385,Tetrapoda,Lemur Catta
Q25241,Q185385,Vertebrata,Lemur Catta
Q19159,Q203868,Tetrapoda,Indri Indri
Q25241,Q203868,Vertebrata,Indri Indri
Q110551885,Q7378,Mammal,Elephant
Q7378,Q133006,Elephant,Asian Elephant
Q133006,Q591305,Asian Elephant,Indian Elephant
Q7378,Q185038,Elephant,African Elephant
Q19159,Q41960,Tetrapoda,Ailurus Fulgens
Q25241,Q41960,Vertebrata,Ailurus Fulgens
Q25306,Q41960,Carnivora,Ailurus Fulgens
Q27414,Q41960,Caniformia,Ailurus Fulgens
Q11788,Q33602,Ursidae,Giant Panda
Q19159,Q33602,Tetrapoda,Giant Panda
Q25241,Q33602,Vertebrata,Giant Panda
Q25306,Q33602,Carnivora,Giant Panda
Q27414,Q33602,Caniformia,Giant Panda
Q25241,Q2306485,Vertebrata,Great Barracuda
Q25241,Q128685,Vertebrata,Anguilliformes
Q152,Q2796766,Fish,Salmon
Q2796766,Q102229488,Salmon,Pacific Salmon
Q102229488,Q934874,Pacific Salmon,Coho Salmon
Q25241,Q729897,Vertebrata,Rock Beauty
Q152,Q472616,Fish,Amphiprioninae
Q25241,Q300955,Vertebrata,European Sea Sturgeon
Q25241,Q3280549,Vertebrata,Dermogenys
Q25241,Q475711,Vertebrata,Pterois
Q25241,Q201701,Vertebrata,Tetraodontidae
